STATISTIC,Statistic,TLIST(M1),Month,C02583V03135,NACE Group,UNIT,VALUE
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,102.1
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,4719,Department stores (4719),Base 2015=100,92.8
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,4730,Retail sale of automotive fuel (4730),Base 2015=100,97.5
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,95.1
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,4759,Retail sale of furniture and lighting (4759),Base 2015=100,90.5
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,5630,Bars (5630),Base 2015=100,106.3
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,V3970,All retail businesses,Base 2015=100,89
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,68.6
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,98
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1320,"All retail businesses, excluding motor trades",Base 2015=100,98.5
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,98.1
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,102
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,94.5
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,101.5
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,92.6
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,93.8
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,99
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,94.8
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,95.8
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,90.2
RSM05C01,Retail Sales Index Value Unadjusted,201510,2015M10,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,91.7
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,45,Motor trades (45),Base 2015=100,49.7
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,106.7
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,4719,Department stores (4719),Base 2015=100,123.1
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,4730,Retail sale of automotive fuel (4730),Base 2015=100,100.6
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,98.7
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,4759,Retail sale of furniture and lighting (4759),Base 2015=100,113.4
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,5630,Bars (5630),Base 2015=100,100.9
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,V3970,All retail businesses,Base 2015=100,93.7
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,57.1
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,110.9
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1320,"All retail businesses, excluding motor trades",Base 2015=100,110.3
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,111.6
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,106.2
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,116.6
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,101.2
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,113.8
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,126.3
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,109.3
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,137.6
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,145.7
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,100.6
RSM05C01,Retail Sales Index Value Unadjusted,201511,2015M11,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,104.3
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,45,Motor trades (45),Base 2015=100,34.6
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,119.7
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,4719,Department stores (4719),Base 2015=100,197.8
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,4730,Retail sale of automotive fuel (4730),Base 2015=100,93.2
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,105.1
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,4759,Retail sale of furniture and lighting (4759),Base 2015=100,136
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,5630,Bars (5630),Base 2015=100,125.3
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,V3970,All retail businesses,Base 2015=100,114.4
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,43.1
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,145.6
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1320,"All retail businesses, excluding motor trades",Base 2015=100,144.5
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,149.5
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,122.6
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,173.8
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,148.5
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,141.9
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,179.6
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,170.8
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,226.5
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,238.8
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,170.2
RSM05C01,Retail Sales Index Value Unadjusted,201512,2015M12,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,162.3
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,45,Motor trades (45),Base 2015=100,216.9
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,93.8
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,4719,Department stores (4719),Base 2015=100,78.7
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,4730,Retail sale of automotive fuel (4730),Base 2015=100,86.4
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,83.8
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,4759,Retail sale of furniture and lighting (4759),Base 2015=100,118.5
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,5630,Bars (5630),Base 2015=100,76.5
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,V3970,All retail businesses,Base 2015=100,122.7
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,198.4
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,87.9
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1320,"All retail businesses, excluding motor trades",Base 2015=100,87.3
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,88
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,92.6
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,83.9
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,82.1
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,100.1
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,93.6
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,78.6
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,69.9
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,69.4
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,73.8
RSM05C01,Retail Sales Index Value Unadjusted,201601,2016M01,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,89
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,45,Motor trades (45),Base 2015=100,182.1
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,100.2
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,4719,Department stores (4719),Base 2015=100,73
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,4730,Retail sale of automotive fuel (4730),Base 2015=100,93.5
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,88.9
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,4759,Retail sale of furniture and lighting (4759),Base 2015=100,132.3
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,5630,Bars (5630),Base 2015=100,85
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,V3970,All retail businesses,Base 2015=100,117.3
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,170.2
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,92.5
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1320,"All retail businesses, excluding motor trades",Base 2015=100,92
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,92.3
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,98.8
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,86.4
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,87.6
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,104
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,79.7
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,79
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,72.9
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,72.3
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,74.8
RSM05C01,Retail Sales Index Value Unadjusted,201602,2016M02,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,93.1
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,45,Motor trades (45),Base 2015=100,135.9
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,100.2
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,4719,Department stores (4719),Base 2015=100,77.3
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,4730,Retail sale of automotive fuel (4730),Base 2015=100,87.9
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,98.8
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,4759,Retail sale of furniture and lighting (4759),Base 2015=100,89.9
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,5630,Bars (5630),Base 2015=100,93.1
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,V3970,All retail businesses,Base 2015=100,103.7
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,129.2
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,92
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,X1320,"All retail businesses, excluding motor trades",Base 2015=100,92
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,92
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,99.7
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,85.1
RSM05C01,Retail Sales Index Value Unadjusted,201603,2016M03,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,96.2
